tid,date,subject,author,fname,views,replies,pings_num,share_num,total_heat,score,article_type,split,word_count,paragraph_count,paragraphs_per_1000,median_paragraph_len,short_paragraph_ratio,max_short_run,list_like_lines,path,url
912585,2025-06-05,探索机器智能与人类福祉的和谐共生之道,大宜宾雯雯,大美宜宾,1230,0,0,0,0,1230,综合本地新闻,train,2133,20,9.38,115.5,0.3,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/06/912585-探索机器智能与人类福祉的和谐共生之道.md,https://dayibin.cn/forum.php?mod=viewthread&tid=912585
913397,2025-06-16,人民日报每日金句摘抄【劳动奋斗】,大宜宾雯雯,大美宜宾,1229,0,0,0,0,1229,综合本地新闻,train,226,6,26.55,33.0,0.5,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/06/913397-人民日报每日金句摘抄【劳动奋斗】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=913397
915257,2025-07-09,人民日报每日金句摘抄【天道酬勤】,大宜宾雯雯,大美宜宾,1228,0,0,0,0,1228,综合本地新闻,train,193,7,36.27,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/915257-人民日报每日金句摘抄【天道酬勤】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=915257
928399,2026-01-04,新年贺词里的民生牵挂,大宜宾雯雯,大美宜宾,1226,0,0,0,0,1226,综合本地新闻,train,3503,60,17.13,51.0,0.283,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/928399-新年贺词里的民生牵挂.md,https://dayibin.cn/forum.php?mod=viewthread&tid=928399
909718,2025-04-25,练团子党支部参与清明祭扫活动简报,大宜宾雯雯,大美宜宾,1224,0,0,0,0,1224,政务公告党建,train,499,5,10.02,87,0.0,0,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/909718-练团子党支部参与清明祭扫活动简报.md,https://dayibin.cn/forum.php?mod=viewthread&tid=909718
909647,2025-04-24,人民日报每日金句摘抄【民生】,大宜宾雯雯,大美宜宾,1123,1,0,0,0,1223,综合本地新闻,train,222,7,31.53,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/909647-人民日报每日金句摘抄【民生】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=909647
915118,2025-07-07,人民日报每日金句摘抄【党规党纪】,大宜宾雯雯,大美宜宾,1219,0,0,0,0,1219,政务公告党建,train,208,7,33.65,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/915118-人民日报每日金句摘抄【党规党纪】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=915118
927263,2025-12-19,人民日报每日金句摘抄【斗争精神】,大宜宾雯雯,大美宜宾,1218,0,0,0,0,1218,综合本地新闻,train,200,7,35.0,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927263-人民日报每日金句摘抄【斗争精神】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927263
930277,2026-01-26,人民日报每日金句摘抄【斗争精神】,大宜宾雯雯,大美宜宾,1116,1,0,0,0,1216,综合本地新闻,train,237,7,29.54,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/930277-人民日报每日金句摘抄【斗争精神】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=930277
925910,2025-12-01,人民日报每日金句摘抄【青年】,大宜宾雯雯,大美宜宾,1116,1,0,0,0,1216,综合本地新闻,train,240,7,29.17,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/925910-人民日报每日金句摘抄【青年】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=925910
914131,2025-06-24,人民日报每日金句摘抄【书卷气与烟火气】,大宜宾雯雯,大美宜宾,1216,0,0,0,0,1216,综合本地新闻,train,244,6,24.59,31.5,0.5,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/06/914131-人民日报每日金句摘抄【书卷气与烟火气】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=914131
909555,2025-04-23,新华时评：触及灵魂的反思才是真正的反思,大宜宾雯雯,大美宜宾,1216,0,0,0,0,1216,综合本地新闻,train,822,10,12.17,98.0,0.1,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/909555-新华时评：触及灵魂的反思才是真正的反思.md,https://dayibin.cn/forum.php?mod=viewthread&tid=909555
916694,2025-07-28,人民日报每日金句摘抄【学习先进】,大宜宾雯雯,大美宜宾,1211,0,0,0,0,1211,政务公告党建,train,234,7,29.91,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/916694-人民日报每日金句摘抄【学习先进】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=916694
909648,2025-04-24,习近平对双拥工作作出重要指示,大宜宾雯雯,大美宜宾,1208,0,0,0,0,1208,政务公告党建,train,1282,15,11.7,62,0.267,4,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/909648-习近平对双拥工作作出重要指示.md,https://dayibin.cn/forum.php?mod=viewthread&tid=909648
916244,2025-07-22,人民日报每日金句摘抄【“有为”与“不为”】,大宜宾雯雯,大美宜宾,1107,1,0,0,0,1207,综合本地新闻,train,181,7,38.67,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/916244-人民日报每日金句摘抄【“有为”与“不为”】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=916244
909513,2025-04-22,舆是乎|低空之上，看见蓝海,大宜宾雯雯,大美宜宾,1206,0,0,0,0,1206,综合本地新闻,train,967,12,12.41,84.5,0.25,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/909513-舆是乎-低空之上，看见蓝海.md,https://dayibin.cn/forum.php?mod=viewthread&tid=909513
927462,2025-12-22,人民日报每日金句摘抄【吃苦】,大宜宾雯雯,大美宜宾,1203,0,0,0,0,1203,本地生活文旅,train,171,7,40.94,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927462-人民日报每日金句摘抄【吃苦】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927462
932923,2026-03-05,人民日报每日金句摘抄【退伍季】,大宜宾雯雯,大美宜宾,1102,1,0,0,0,1202,综合本地新闻,train,259,7,27.03,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/932923-人民日报每日金句摘抄【退伍季】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=932923
928067,2025-12-30,人民日报每日金句摘抄【干事创业】,大宜宾雯雯,大美宜宾,1096,1,0,0,0,1196,综合本地新闻,train,255,7,27.45,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/928067-人民日报每日金句摘抄【干事创业】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=928067
913183,2025-06-13,舆是乎|耕耘已新，何以育强“新农人”？,大宜宾雯雯,大美宜宾,1195,0,0,0,0,1195,综合本地新闻,train,935,10,10.7,94.5,0.2,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/06/913183-舆是乎-耕耘已新，何以育强“新农人”？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=913183
909554,2025-04-23,人民日报每日金句摘抄【民生】,大宜宾雯雯,大美宜宾,1191,0,0,0,0,1191,综合本地新闻,train,240,7,29.17,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/909554-人民日报每日金句摘抄【民生】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=909554
927461,2025-12-22,坚持全国“一盘棋”——优化区域经济布局，促进区域协调发展,大宜宾雯雯,大美宜宾,1186,0,0,0,0,1186,综合本地新闻,train,3418,58,16.97,54.5,0.121,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927461-坚持全国“一盘棋”——优化区域经济布局，促进区域协调发展.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927461
913034,2025-06-11,让文明的灯塔照耀人类前行的正道,大宜宾雯雯,大美宜宾,1176,0,0,0,0,1176,综合本地新闻,train,1498,20,13.35,74.5,0.3,5,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/06/913034-让文明的灯塔照耀人类前行的正道.md,https://dayibin.cn/forum.php?mod=viewthread&tid=913034
926597,2025-12-10,习近平外交思想学习研究工作座谈会在京召开,大宜宾雯雯,大美宜宾,1175,0,0,0,0,1175,政务公告党建,train,539,5,9.28,95,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/926597-习近平外交思想学习研究工作座谈会在京召开.md,https://dayibin.cn/forum.php?mod=viewthread&tid=926597
932922,2026-03-05,全国政协十四届四次会议在京开幕 习近平等党和国家领导人到会祝贺,大宜宾雯雯,大美宜宾,1070,1,0,0,0,1170,政务公告党建,train,2120,22,10.38,48.5,0.227,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/932922-全国政协十四届四次会议在京开幕-习近平等党和国家领导人到会祝贺.md,https://dayibin.cn/forum.php?mod=viewthread&tid=932922
930276,2026-01-26,国家发展改革委印发意见 推进城际铁路健康可持续发展,大宜宾雯雯,大美宜宾,1062,1,0,0,0,1162,综合本地新闻,train,782,9,11.51,106,0.222,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/930276-国家发展改革委印发意见-推进城际铁路健康可持续发展.md,https://dayibin.cn/forum.php?mod=viewthread&tid=930276
933874,2026-03-18,人民日报每日金句摘抄【315】,大宜宾雯雯,大美宜宾,1156,0,0,0,0,1156,综合本地新闻,train,206,7,33.98,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/933874-人民日报每日金句摘抄【315】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=933874
928398,2026-01-04,人民日报每日金句摘抄【从严治党】,大宜宾雯雯,大美宜宾,1155,0,0,0,0,1155,政务公告党建,train,153,7,45.75,18,0.714,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/928398-人民日报每日金句摘抄【从严治党】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=928398
915941,2025-07-18,人民日报每日金句摘抄【敬畏之心】,大宜宾雯雯,大美宜宾,1155,0,0,0,0,1155,综合本地新闻,train,255,7,27.45,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/915941-人民日报每日金句摘抄【敬畏之心】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=915941
927529,2025-12-23,人民日报每日金句摘抄【斗争精神】,大宜宾雯雯,大美宜宾,1151,0,0,0,0,1151,综合本地新闻,train,247,7,28.34,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927529-人民日报每日金句摘抄【斗争精神】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927529
914835,2025-07-03,人民日报每日金句摘抄【人民子弟兵】,大宜宾雯雯,大美宜宾,1148,0,0,0,0,1148,综合本地新闻,train,207,7,33.82,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/914835-人民日报每日金句摘抄【人民子弟兵】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=914835
910865,2025-05-12,外交部就习近平主席将出席中拉论坛第四届部长级会议开幕式介绍情况,大宜宾雯雯,大美宜宾,1144,0,0,0,0,1144,政务公告党建,train,897,6,6.69,151.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/05/910865-外交部就习近平主席将出席中拉论坛第四届部长级会议开幕式介绍情况.md,https://dayibin.cn/forum.php?mod=viewthread&tid=910865
917677,2025-08-11,人民日报每日金句摘抄【基层奋斗】,大宜宾雯雯,大美宜宾,1141,0,0,0,0,1141,综合本地新闻,train,209,7,33.49,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/08/917677-人民日报每日金句摘抄【基层奋斗】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=917677
916767,2025-07-29,人民日报每日金句摘抄【奋斗实干】,大宜宾雯雯,大美宜宾,1140,0,0,0,0,1140,综合本地新闻,train,168,7,41.67,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/916767-人民日报每日金句摘抄【奋斗实干】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=916767
914391,2025-06-27,人民日报每日金句摘抄【坚持学习】,大宜宾雯雯,大美宜宾,1138,0,0,0,0,1138,政务公告党建,train,174,7,40.23,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/06/914391-人民日报每日金句摘抄【坚持学习】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=914391
941115,2026-06-12,人民日报每日金句摘抄【中国自信】,大宜宾雯雯,大美宜宾,1135,0,0,0,0,1135,综合本地新闻,train,231,7,30.3,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/06/941115-人民日报每日金句摘抄【中国自信】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=941115
932547,2026-02-28,习近平会见德国总理默茨,大宜宾雯雯,大美宜宾,1034,1,0,0,0,1134,政务公告党建,train,1264,13,10.28,60,0.154,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/02/932547-习近平会见德国总理默茨.md,https://dayibin.cn/forum.php?mod=viewthread&tid=932547
933952,2026-03-19,人民日报每日金句摘抄【乐观坚韧】,大宜宾雯雯,大美宜宾,1131,0,0,0,0,1131,综合本地新闻,train,316,7,22.15,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/933952-人民日报每日金句摘抄【乐观坚韧】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=933952
934239,2026-03-23,人民日报每日金句摘抄【文化认同】,大宜宾雯雯,大美宜宾,1029,1,0,0,0,1129,综合本地新闻,train,186,7,37.63,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/934239-人民日报每日金句摘抄【文化认同】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=934239
933873,2026-03-18,总书记的人民情怀|“干事创业一定要树立正确政绩观”,大宜宾雯雯,大美宜宾,1127,0,0,0,0,1127,综合本地新闻,train,1677,24,14.31,76.0,0.042,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/933873-总书记的人民情怀-“干事创业一定要树立正确政绩观”.md,https://dayibin.cn/forum.php?mod=viewthread&tid=933873
928995,2026-01-12,人民日报每日金句摘抄【奋斗】,大宜宾雯雯,大美宜宾,1127,0,0,0,0,1127,综合本地新闻,train,121,7,57.85,19,1.0,7,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/928995-人民日报每日金句摘抄【奋斗】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=928995
926473,2025-12-09,人民日报每日金句摘抄【抓落实】,大宜宾雯雯,大美宜宾,1124,0,0,0,0,1124,综合本地新闻,train,278,7,25.18,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/926473-人民日报每日金句摘抄【抓落实】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=926473
932218,2026-02-24,人民日报每日金句摘抄【家国情怀】,大宜宾雯雯,大美宜宾,1018,1,0,0,0,1118,综合本地新闻,train,221,7,31.67,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/02/932218-人民日报每日金句摘抄【家国情怀】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=932218
915363,2025-07-10,人民日报每日金句摘抄【少年教育】,大宜宾雯雯,大美宜宾,1118,0,0,0,0,1118,民生服务提醒,train,226,7,30.97,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/915363-人民日报每日金句摘抄【少年教育】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=915363
939640,2026-05-25,习近平总书记关切事·关键小事|一餐一饭里的民生“食”事,大宜宾雯雯,大美宜宾,1010,1,0,0,0,1110,政务公告党建,train,2907,43,14.79,68,0.14,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/05/939640-习近平总书记关切事·关键小事-一餐一饭里的民生“食”事.md,https://dayibin.cn/forum.php?mod=viewthread&tid=939640
927262,2025-12-19,建设美丽中国,大宜宾雯雯,大美宜宾,1110,0,0,0,0,1110,城建交通更新,train,4602,24,5.22,215.0,0.208,2,3,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927262-建设美丽中国.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927262
939641,2026-05-25,人民日报每日金句摘抄【坚持】,大宜宾雯雯,大美宜宾,1009,1,0,0,0,1109,综合本地新闻,train,202,7,34.65,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/05/939641-人民日报每日金句摘抄【坚持】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=939641
932697,2026-03-02,《求是》杂志发表习近平总书记重要文章《让愿担当、敢担当、善担当蔚然成风》,大宜宾雯雯,大美宜宾,1006,1,0,0,0,1106,政务公告党建,train,1123,6,5.34,189.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/932697-《求是》杂志发表习近平总书记重要文章《让愿担当、敢担当、善担当蔚然成风》.md,https://dayibin.cn/forum.php?mod=viewthread&tid=932697
933721,2026-03-16,习近平：推动海洋经济高质量发展,大宜宾雯雯,大美宜宾,1104,0,0,0,0,1104,政务公告党建,train,1464,20,13.66,42.0,0.45,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/933721-习近平：推动海洋经济高质量发展.md,https://dayibin.cn/forum.php?mod=viewthread&tid=933721
927982,2025-12-29,人民日报每日金句摘抄【从严治党】,大宜宾雯雯,大美宜宾,1003,1,0,0,0,1103,政务公告党建,train,153,7,45.75,18,0.714,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927982-人民日报每日金句摘抄【从严治党】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927982
916131,2025-07-21,人民日报每日金句摘抄【干事创业】,大宜宾雯雯,大美宜宾,1101,0,0,0,0,1101,综合本地新闻,train,225,7,31.11,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/916131-人民日报每日金句摘抄【干事创业】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=916131
909706,2025-04-25,人民日报每日金句摘抄【学习研究】,大宜宾雯雯,大美宜宾,1099,0,0,0,0,1099,政务公告党建,train,218,7,32.11,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/909706-人民日报每日金句摘抄【学习研究】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=909706
915401,2025-07-11,人民日报每日金句摘抄【作风建设】,大宜宾雯雯,大美宜宾,1097,0,0,0,0,1097,城建交通更新,train,405,7,17.28,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/07/915401-人民日报每日金句摘抄【作风建设】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=915401
910077,2025-04-30,脚踏实地、奋发进取、拼搏奉献——习近平总书记重要讲话激发奋斗热情、汇聚磅礴力量,大宜宾雯雯,大美宜宾,1096,0,0,0,0,1096,政务公告党建,train,2176,20,9.19,121.0,0.15,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/04/910077-脚踏实地、奋发进取、拼搏奉献——习近平总书记重要讲话激发奋斗热情、汇聚磅礴力量.md,https://dayibin.cn/forum.php?mod=viewthread&tid=910077
928123,2025-12-31,人民日报每日金句摘抄【青春奋斗】,大宜宾雯雯,大美宜宾,1094,0,0,0,0,1094,综合本地新闻,train,211,7,33.18,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/928123-人民日报每日金句摘抄【青春奋斗】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=928123
922096,2025-10-11,方存好主持召开2025年国庆中秋假日文旅市场复盘会,大宜宾雯雯,大美宜宾,994,1,0,0,0,1094,综合本地新闻,train,549,6,10.93,36.5,0.5,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/10/922096-方存好主持召开2025年国庆中秋假日文旅市场复盘会.md,https://dayibin.cn/forum.php?mod=viewthread&tid=922096
934048,2026-03-20,人民日报每日金句摘抄【儿童阅读】,大宜宾雯雯,大美宜宾,1092,0,0,0,0,1092,综合本地新闻,train,333,7,21.02,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/934048-人民日报每日金句摘抄【儿童阅读】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=934048
933717,2026-03-16,人民日报每日金句摘抄【珍惜当下】,大宜宾雯雯,大美宜宾,1092,0,0,0,0,1092,综合本地新闻,train,252,7,27.78,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/933717-人民日报每日金句摘抄【珍惜当下】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=933717
934391,2026-03-25,人民日报每日金句摘抄【食品安全③】,大宜宾雯雯,大美宜宾,891,2,0,0,0,1091,突发应急安全,train,174,7,40.23,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/03/934391-人民日报每日金句摘抄【食品安全③】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=934391
929153,2026-01-14,2025年全国营业性演出票房收入超616亿元,大宜宾雯雯,大美宜宾,1089,0,0,0,0,1089,综合本地新闻,train,320,3,9.38,145,0.333,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/929153-2025年全国营业性演出票房收入超616亿元.md,https://dayibin.cn/forum.php?mod=viewthread&tid=929153
928630,2026-01-07,人民日报每日金句摘抄【增长才干】,大宜宾雯雯,大美宜宾,1088,0,0,0,0,1088,综合本地新闻,train,201,7,34.83,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/928630-人民日报每日金句摘抄【增长才干】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=928630
926476,2025-12-09,中共中央政治局召开会议 中共中央总书记习近平主持会议,大宜宾雯雯,大美宜宾,1087,0,0,0,0,1087,政务公告党建,train,1389,12,8.64,90.0,0.333,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/926476-中共中央政治局召开会议-中共中央总书记习近平主持会议.md,https://dayibin.cn/forum.php?mod=viewthread&tid=926476
940464,2026-06-04,《求是》杂志发表习近平总书记重要文章《前瞻布局和发展未来产业》,大宜宾雯雯,大美宜宾,1086,0,0,0,0,1086,政务公告党建,train,1109,9,8.12,124,0.111,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/06/940464-《求是》杂志发表习近平总书记重要文章《前瞻布局和发展未来产业》.md,https://dayibin.cn/forum.php?mod=viewthread&tid=940464
927983,2025-12-29,练团子党支部第93期读书分享会简报,大宜宾雯雯,大美宜宾,1085,0,0,0,0,1085,政务公告党建,train,625,4,6.4,137.0,0.0,0,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927983-练团子党支部第93期读书分享会简报.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927983
929228,2026-01-15,以永远在路上的坚韧和执着把党的自我革命进行到底,大宜宾雯雯,大美宜宾,1077,0,0,0,0,1077,政务公告党建,train,2845,29,10.19,89,0.138,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/929228-以永远在路上的坚韧和执着把党的自我革命进行到底.md,https://dayibin.cn/forum.php?mod=viewthread&tid=929228
927981,2025-12-29,总书记的关切·落地的回响|更高水平 对外开放谱新篇,大宜宾雯雯,大美宜宾,1075,0,0,0,0,1075,综合本地新闻,train,1459,25,17.14,51,0.12,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/927981-总书记的关切·落地的回响-更高水平-对外开放谱新篇.md,https://dayibin.cn/forum.php?mod=viewthread&tid=927981
929155,2026-01-14,人民日报每日金句摘抄【清廉勤政】,大宜宾雯雯,大美宜宾,1074,0,0,0,0,1074,综合本地新闻,train,196,7,35.71,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/01/929155-人民日报每日金句摘抄【清廉勤政】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=929155
935610,2026-04-09,习近平总书记重要指示激励广大干部群众奋力谱写服务业高质量发展新篇章,大宜宾雯雯,大美宜宾,972,1,0,0,0,1072,政务公告党建,train,2154,23,10.68,70,0.043,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/04/935610-习近平总书记重要指示激励广大干部群众奋力谱写服务业高质量发展新篇章.md,https://dayibin.cn/forum.php?mod=viewthread&tid=935610
931014,2026-02-05,人民日报每日金句摘抄【政绩观】,大宜宾雯雯,大美宜宾,1069,0,0,0,0,1069,综合本地新闻,train,223,7,31.39,19,0.571,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/02/931014-人民日报每日金句摘抄【政绩观】.md,https://dayibin.cn/forum.php?mod=viewthread&tid=931014
928124,2025-12-31,这五年，贺词里的时空坐标,大宜宾雯雯,大美宜宾,1069,0,0,0,0,1069,综合本地新闻,train,4506,60,13.32,70.5,0.183,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/12/928124-这五年，贺词里的时空坐标.md,https://dayibin.cn/forum.php?mod=viewthread&tid=928124
939751,2026-05-26,第一观察·瞬间|勋章闪耀，铭刻中塞“铁杆友谊”,大宜宾雯雯,大美宜宾,1067,0,0,0,0,1067,综合本地新闻,train,1541,30,19.47,47.5,0.2,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2026/05/939751-第一观察·瞬间-勋章闪耀，铭刻中塞“铁杆友谊”.md,https://dayibin.cn/forum.php?mod=viewthread&tid=939751
