split,weighted_score,global_percentile,year_percentile,spike_bonus,base_score,file,title,date,year,author,account,type,word_count,paragraph_count,paragraphs_per_1000,median_para_len,short_para_ratio,max_short_run,image_count,section_count,阅读,点赞,转发,喜欢,留言,url
training_top80,0.554652,0.559018,0.709845,0.213702,7.223758502204815,20220721_别瞎评了，女孩子担不起这“赞美”.md,别瞎评了，女孩子担不起这“赞美”,2022-07-21,2022,槽值小妹,槽值,身体审美/亲密关系,3280,129,39.33,25,0.364,8,34,0,100000,910,4,504,109,https://mp.weixin.qq.com/s/M2QRZq5dk1giF5b2NcMtnA
training_top80,0.396024,0.419263,0.507772,0.009851,7.0208315337620695,20220722_“在北京独居没几天，我的生活彻底崩溃了”.md,“在北京独居没几天，我的生活彻底崩溃了”,2022-07-22,2022,槽值小妹,槽值,地域文化/城市迷因,3172,111,34.99,27,0.306,2,20,0,100000,359,13,160,98,https://mp.weixin.qq.com/s/SKxUuPk2InwD9t9uHtGOpw
training_top80,0.780509,0.761095,0.948187,0.581048,7.589439421801389,20220726_恋爱谈成这样，“脸都不要了”.md,恋爱谈成这样，“脸都不要了”,2022-07-26,2022,槽值小妹,槽值,身体审美/亲密关系,2922,111,37.99,26,0.279,4,27,0,100000,887,41,359,103,https://mp.weixin.qq.com/s/uX0iKU5n7c0lJSzN_EFYpQ
training_top80,0.557235,0.560907,0.715026,0.215952,7.225998778456231,20220727_被捧上神坛的二舅，救不了“理应成功”的你.md,被捧上神坛的二舅，救不了“理应成功”的你,2022-07-27,2022,槽值小妹,槽值,综合热点/观点拆解,2558,83,32.45,28,0.253,3,27,0,100000,1129,3,487,105,https://mp.weixin.qq.com/s/-5dOFXm3LdF3zo39rW4FWg
training_top80,0.348428,0.374882,0.430052,0.0,6.9497925374050125,20220728_被骂惨的“栓Q哥”，是下一个丁真吗.md,被骂惨的“栓Q哥”，是下一个丁真吗,2022-07-28,2022,槽值小妹,槽值,综合热点/观点拆解,2568,109,42.45,24,0.394,7,24,0,100000,489,5,184,99,https://mp.weixin.qq.com/s/Ma_-zTenk-oB2qDeoo3peQ
excluded_bottom20,0.150853,0.188857,0.093264,0.0,6.56924564790913,20220729_2亿人捧红的减肥神器，把我骗惨了.md,2亿人捧红的减肥神器，把我骗惨了,2022-07-29,2022,槽值小妹,槽值,社会情绪/打工人生活,2997,112,37.37,26.0,0.375,4,37,0,100000,178,6,62,103,https://mp.weixin.qq.com/s/XX2bv7u9pbqRV0a3ZNoFEA
training_top80,0.725568,0.710104,0.906736,0.471484,7.480372520076132,20220801_被夸上神坛的他，这回人设真崩了.md,被夸上神坛的他，这回人设真崩了,2022-08-01,2022,槽值小妹,槽值,综合热点/观点拆解,2815,135,47.96,19,0.526,7,29,0,100000,979,19,427,82,https://mp.weixin.qq.com/s/DX0eCgvAEZK9SDUlnW_8qg
training_top80,0.29994,0.335222,0.326425,0.0,6.884506170171546,20220802_“今年七夕，有四个男人等我来养”.md,“今年七夕，有四个男人等我来养”,2022-08-02,2022,槽值小妹,槽值,综合热点/观点拆解,2953,97,32.85,32,0.258,4,35,0,100000,397,6,155,68,https://mp.weixin.qq.com/s/v_vLcoPuDBJAZ5XF3B2-fQ
training_top80,0.263799,0.298395,0.274611,0.0,6.808552894456071,20220803_“我用15776秒，谋杀了我的爱情”.md,“我用15776秒，谋杀了我的爱情”,2022-08-03,2022,槽值小妹,槽值,综合热点/观点拆解,3464,140,40.42,24.0,0.443,7,29,0,100000,355,4,149,113,https://mp.weixin.qq.com/s/-VV5vRgPE0hBiwS7HegAiw
training_top80,0.257099,0.291785,0.264249,0.0,6.79095525946756,20220804_当代社会中的爱情，究竟有多“快”？.md,当代社会中的爱情，究竟有多“快”？,2022-08-04,2022,槽值小妹,槽值,综合热点/观点拆解,23,3,130.43,6,1.0,3,10,0,100000,406,3,179,57,https://mp.weixin.qq.com/s/CLANPAFkx7susLIDC0Iqrw
training_top80,0.207933,0.240793,0.196891,0.0,6.6861927336746625,20220808_有多少情侣互撕，闲鱼第一个知道.md,有多少情侣互撕，闲鱼第一个知道,2022-08-08,2022,槽值小妹,槽值,综合热点/观点拆解,3140,110,35.03,29.0,0.245,3,36,0,100000,235,5,143,41,https://mp.weixin.qq.com/s/RCtJd_TpYb74aMh3Fbi9zA
training_top80,0.373994,0.396601,0.481865,0.0,6.9828224649398285,20220809_网红副业，加重了我的精神内耗.md,网红副业，加重了我的精神内耗,2022-08-09,2022,槽值小妹,槽值,消费品牌/商业拆解,3127,120,38.38,27.0,0.342,4,22,0,100000,401,9,171,83,https://mp.weixin.qq.com/s/OoftIEgHGRaMkpiJJ8PajQ
training_top80,0.449156,0.466478,0.580311,0.065588,7.076316223654773,20220810_国产剧里的霸总，为什么不是山东人？.md,国产剧里的霸总，为什么不是山东人？,2022-08-10,2022,槽值小妹,槽值,地域文化/城市迷因,3139,132,42.05,24.0,0.417,6,39,0,100000,303,26,126,102,https://mp.weixin.qq.com/s/kInP-qJdByJqTzROW-RfFA
training_top80,0.461684,0.474976,0.606218,0.079569,7.090234008184254,20220811_专坑老人的老人鞋，忽悠瘸了三代人.md,专坑老人的老人鞋，忽悠瘸了三代人,2022-08-11,2022,槽值小妹,槽值,综合热点/观点拆解,3448,115,33.35,29,0.243,4,21,0,100000,299,26,141,103,https://mp.weixin.qq.com/s/R_1DhK413fveyZT1KK8h_g
excluded_bottom20,0.136793,0.174693,0.072539,0.0,6.523548099794527,20220812_“逃离大厂后，我10个月还债34万”.md,“逃离大厂后，我10个月还债34万”,2022-08-12,2022,槽值小妹,槽值,综合热点/观点拆解,2382,102,42.82,22.5,0.412,4,22,0,100000,227,2,98,94,https://mp.weixin.qq.com/s/_Qa3_2ocvPjsfpLytQxCLA
training_top80,0.307301,0.342776,0.336788,0.0,6.8940732419665505,20220815_“月薪5000，我把星级酒店当家住”.md,“月薪5000，我把星级酒店当家住”,2022-08-15,2022,槽值小妹,槽值,社会情绪/打工人生活,3044,100,32.85,31.0,0.25,3,29,0,100000,234,26,79,38,https://mp.weixin.qq.com/s/N5MWF9ycgiAfxLVToS-QpQ
training_top80,0.31409,0.346553,0.357513,0.0,6.902966827890584,20220816_第一批靠智能手表续命的年轻人，玩疯了.md,第一批靠智能手表续命的年轻人，玩疯了,2022-08-16,2022,槽值小妹,槽值,社会情绪/打工人生活,3176,101,31.8,33,0.267,3,24,0,100000,317,10,127,90,https://mp.weixin.qq.com/s/-cS2JjZY2tOh2MJK5ddZRw
training_top80,0.644641,0.637394,0.829016,0.326623,7.33616741197233,20220817_3000块的土味电动车，才是通勤鄙视链的王者.md,3000块的土味电动车，才是通勤鄙视链的王者,2022-08-17,2022,槽值小妹,槽值,社会情绪/打工人生活,2636,92,34.9,28.0,0.293,4,27,0,100000,725,17,280,111,https://mp.weixin.qq.com/s/X5vFI7_Kl4HkDbO-yHk3ug
training_top80,0.361631,0.383381,0.466321,0.0,6.965267676682623,20220818_“27岁从体制内裸辞”，离职就像离了次婚.md,“27岁从体制内裸辞”，离职就像离了次婚,2022-08-18,2022,槽值小妹,槽值,社会情绪/打工人生活,3704,131,35.37,26,0.374,5,28,0,100000,315,12,149,103,https://mp.weixin.qq.com/s/5q0g84kyyOXA1b7gRI8y0A
training_top80,0.204253,0.237016,0.19171,0.0,6.677145805727687,20220819_当代年轻人最拼瞬间TOP6.md,当代年轻人最拼瞬间TOP6,2022-08-19,2022,槽值小妹,槽值,社会情绪/打工人生活,19,3,157.89,6,1.0,3,9,0,100000,531,0,369,45,https://mp.weixin.qq.com/s/7w7oh-E2DMX3dwqVzDuSHg
training_top80,0.438408,0.457979,0.559585,0.059055,7.0698126668195655,20220822_收割女明星的贵妇洗脸仪，悄悄凉了.md,收割女明星的贵妇洗脸仪，悄悄凉了,2022-08-22,2022,槽值小妹,槽值,身体审美/亲密关系,2656,101,38.03,25,0.327,3,32,0,100000,316,21,149,100,https://mp.weixin.qq.com/s/PvXrCfy-eoaGreFptZTVFw
excluded_bottom20,0.167361,0.202077,0.129534,0.0,6.611460352367197,20220824_戒了5天瑞幸，我比钱包崩得还快.md,戒了5天瑞幸，我比钱包崩得还快,2022-08-24,2022,槽值小妹,槽值,消费品牌/商业拆解,2824,112,39.66,24.5,0.402,9,29,0,100000,261,3,92,104,https://mp.weixin.qq.com/s/o-sI8w0kz8arJXuxUZk9KA
training_top80,0.406796,0.429651,0.518135,0.024134,7.035049977380698,20220825_东北大姨相亲局，场面羞耻到窒息.md,东北大姨相亲局，场面羞耻到窒息,2022-08-25,2022,槽值小妹,槽值,地域文化/城市迷因,3273,125,38.19,24,0.376,5,36,0,100000,432,13,167,45,https://mp.weixin.qq.com/s/-fiUfJS9zy5Yd0DUsUI32A
excluded_bottom20,0.156231,0.193579,0.103627,0.0,6.586314663032188,20220826_第一批开学的00后，已经“破产”了.md,第一批开学的00后，已经“破产”了,2022-08-26,2022,槽值小妹,槽值,综合热点/观点拆解,3765,140,37.18,26.0,0.35,4,26,0,100000,277,2,125,59,https://mp.weixin.qq.com/s/LGVO14YIEOYSo0lIWjsyeA
training_top80,0.251436,0.285175,0.259067,0.0,6.782528344736175,20220829_初代“直男斩”顶流，被中国女孩抛弃了.md,初代“直男斩”顶流，被中国女孩抛弃了,2022-08-29,2022,槽值小妹,槽值,身体审美/亲密关系,2871,93,32.39,29,0.29,3,24,0,100000,382,3,154,103,https://mp.weixin.qq.com/s/N8eyv_FNYZ6hsNtJHrakMg
training_top80,0.621949,0.620397,0.787565,0.301581,7.3112397262583215,20220830_别扔了，日式极简真不适合中国人.md,别扔了，日式极简真不适合中国人,2022-08-30,2022,槽值小妹,槽值,综合热点/观点拆解,3354,111,33.09,31,0.225,3,33,0,100000,592,20,280,100,https://mp.weixin.qq.com/s/w4SDbSB1gAl6nLfaQCdQ4A
training_top80,0.626665,0.623229,0.797927,0.308197,7.31782518929747,20220831_霸占热搜的放生，比杀生可怕多了.md,霸占热搜的放生，比杀生可怕多了,2022-08-31,2022,槽值小妹,槽值,综合热点/观点拆解,3255,124,38.1,25.0,0.347,5,35,0,100000,807,10,417,98,https://mp.weixin.qq.com/s/oZGWJ3R4JypeyfavqlcjWg
excluded_bottom20,0.160572,0.1983,0.108808,0.0,6.599987429278583,20220902_“花9600元打入高端相亲群，现在肠子毁青了”.md,“花9600元打入高端相亲群，现在肠子毁青了”,2022-09-02,2022,槽值小妹,槽值,综合热点/观点拆解,3652,119,32.58,29,0.345,4,21,0,100000,160,10,50,100,https://mp.weixin.qq.com/s/yk2krMQa_iIYBMvRPTxQ-w
training_top80,0.789547,0.767705,0.963731,0.594076,7.602408327639724,20220904_刷屏的孟晚舟最新演讲，教我学会了“松弛感”.md,刷屏的孟晚舟最新演讲，教我学会了“松弛感”,2022-09-04,2022,槽值小妹,槽值,社会情绪/打工人生活,2333,77,33.0,27,0.286,4,10,0,100000,1174,16,981,60,https://mp.weixin.qq.com/s/AzsdiVWqQONWR_U9yGCcAg
training_top80,0.222369,0.254013,0.222798,0.0,6.736652264920468,20220906_又被挂上热搜的00后，没惹你们任何人.md,又被挂上热搜的00后，没惹你们任何人,2022-09-06,2022,槽值小妹,槽值,综合热点/观点拆解,3170,116,36.59,27.0,0.336,6,22,0,100000,488,1,197,93,https://mp.weixin.qq.com/s/IPtlCChOOP-WXzEbOCbf9A
training_top80,0.380032,0.402266,0.492228,0.0,6.999782386663106,20220907_李诞的前妻梗，救不了国产脱口秀.md,李诞的前妻梗，救不了国产脱口秀,2022-09-07,2022,槽值小妹,槽值,综合热点/观点拆解,3082,115,37.31,27,0.339,4,40,0,100000,631,4,213,101,https://mp.weixin.qq.com/s/H0F0nei_GnSe9bNwmaptew
excluded_bottom20,0.185762,0.220963,0.15544,0.0,6.6470374260968015,20220908_1699元一盒的月饼，商家含泪赚了多少？.md,1699元一盒的月饼，商家含泪赚了多少？,2022-09-08,2022,槽值小妹,槽值,综合热点/观点拆解,2957,111,37.54,26,0.333,4,34,0,100000,281,3,105,99,https://mp.weixin.qq.com/s/gPd7CXXsJZhRNtnO5gKC2w
training_top80,0.436695,0.457035,0.554404,0.058892,7.069650625783913,20220909_英国女王去世，伦敦桥倒了.md,英国女王去世，伦敦桥倒了,2022-09-09,2022,槽值小妹,槽值,公共教育/事件纪念,3136,104,33.16,27.0,0.346,3,21,0,100000,1280,1,490,38,https://mp.weixin.qq.com/s/dVZXjbpXO8sQ4QCjlT0HYA
excluded_bottom20,0.153211,0.190746,0.098446,0.0,6.580061712984465,20220910_“这是我被他拯救的第30年”.md,“这是我被他拯救的第30年”,2022-09-10,2022,槽值小妹,槽值,综合热点/观点拆解,3427,128,37.35,23.0,0.375,8,21,0,100000,380,1,222,9,https://mp.weixin.qq.com/s/QS4zlJo3ACRAUn1FC9s3Ow
training_top80,0.285219,0.320113,0.305699,0.0,6.856687084519087,20220912_网红月饼里只有咸蛋黄，蛋白都让谁吃了.md,网红月饼里只有咸蛋黄，蛋白都让谁吃了,2022-09-12,2022,槽值小妹,槽值,消费品牌/商业拆解,3212,101,31.44,31,0.218,3,25,0,100000,340,7,123,99,https://mp.weixin.qq.com/s/rrd9nZwi2yr-ZhDvqe7ogQ
excluded_bottom20,0.120374,0.15864,0.046632,0.0,6.447797479977781,20220913_李子柒消失一年后，轮到她爆火了.md,李子柒消失一年后，轮到她爆火了,2022-09-13,2022,槽值小妹,槽值,地域文化/城市迷因,2958,102,34.48,29.5,0.314,4,35,0,100000,399,0,128,45,https://mp.weixin.qq.com/s/qVIgVDS-sVNvHnsQCRUmSQ
training_top80,0.320789,0.353163,0.367876,0.0,6.91549293013922,20220914_妈，扫地机器人真不是人工智障！.md,妈，扫地机器人真不是人工智障！,2022-09-14,2022,槽值小妹,槽值,综合热点/观点拆解,2645,96,36.29,27.0,0.26,4,20,0,100000,329,9,142,101,https://mp.weixin.qq.com/s/H7sIuFEgCr-EHCgU2U8Cuw
excluded_bottom20,0.118677,0.157696,0.041451,0.0,6.445483311727879,20220915_她也被骂吃相难看，我不理解.md,她也被骂吃相难看，我不理解,2022-09-15,2022,槽值小妹,槽值,社会情绪/打工人生活,3269,111,33.96,29,0.252,3,31,2,100000,209,2,79,56,https://mp.weixin.qq.com/s/KXkPjf4RPaK4JAkzP0WMDA
excluded_bottom20,0.178402,0.213409,0.145078,0.0,6.640223335110225,20220921_杨超越被骂，冤枉吗？.md,杨超越被骂，冤枉吗？,2022-09-21,2022,槽值小妹,槽值,综合热点/观点拆解,3060,113,36.93,27,0.319,4,39,0,100000,353,2,111,74,https://mp.weixin.qq.com/s/86BB9n4Sp5JaCo5F05Mtrw
holdout,0.904663,0.875354,1.0,0.919156,7.926014633847817,20220922_90后变老，从理解章鱼哥开始.md,90后变老，从理解章鱼哥开始,2022-09-22,2022,槽值小妹,槽值,社会情绪/打工人生活,3016,116,38.46,26.0,0.371,4,38,0,100000,965,166,480,95,https://mp.weixin.qq.com/s/y_u_aHCk4XimYlth-fOIdQ
training_top80,0.447349,0.465534,0.57513,0.064497,7.075229946318391,20220923_这是今年最让人窒息的明星热搜.md,这是今年最让人窒息的明星热搜,2022-09-23,2022,槽值小妹,槽值,娱乐影视/人物舆论,3552,134,37.73,25.5,0.343,4,36,0,100000,576,6,293,72,https://mp.weixin.qq.com/s/L_woHLFRbB_Y5vyUdv5lcw
training_top80,0.577494,0.576959,0.746114,0.244,7.253919343924374,20220926_雷佳音：我的人生不开挂.md,雷佳音：我的人生不开挂,2022-09-26,2022,槽值小妹,槽值,综合热点/观点拆解,2389,78,32.65,26.5,0.308,3,15,0,100000,534,16,362,57,https://mp.weixin.qq.com/s/L06VQ3AELDNGxpImVBfLFQ
training_top80,0.441791,0.460812,0.564767,0.062697,7.073438049629409,20220927_怎么搞的，2000万人在线求她“翻车”.md,怎么搞的，2000万人在线求她“翻车”,2022-09-27,2022,槽值小妹,槽值,社会情绪/打工人生活,2851,123,43.14,22,0.488,8,38,0,100000,382,20,189,24,https://mp.weixin.qq.com/s/-8YrQloIiTP-bL3sQ7DLdw
training_top80,0.474258,0.485364,0.626943,0.091148,7.1017598086540685,20220929_刷完260万条《西游记》弹幕，我笑出鹅叫.md,刷完260万条《西游记》弹幕，我笑出鹅叫,2022-09-29,2022,槽值小妹,槽值,综合热点/观点拆解,3173,146,46.01,19.0,0.514,10,50,0,100000,381,20,161,71,https://mp.weixin.qq.com/s/KK6GWxVoKbldNPNrWq0EVw
training_top80,0.656804,0.648725,0.84456,0.337844,7.34733817413307,20221002_年度最佳，读懂真实中国人.md,年度最佳，读懂真实中国人,2022-10-02,2022,槽值小妹,槽值,综合热点/观点拆解,3238,129,39.84,23,0.434,12,18,0,100000,1185,5,703,61,https://mp.weixin.qq.com/s/HrHQOEtXMaF4H73VdT4XBw
training_top80,0.247094,0.280453,0.253886,0.0,6.77629980478061,20221009_当代租房图鉴：85%的成年人，正在相亲式租房.md,当代租房图鉴：85%的成年人，正在相亲式租房,2022-10-09,2022,槽值小妹,槽值,社会情绪/打工人生活,323,24,74.3,13.5,1.0,24,14,0,100000,317,5,145,54,https://mp.weixin.qq.com/s/VZ0XeAEY6y6JLi0WwBu1Bw
training_top80,0.327203,0.357885,0.38342,0.0,6.930915105095015,20221010_拿这9500万人玩烂梗，才是年度笑话.md,拿这9500万人玩烂梗，才是年度笑话,2022-10-10,2022,槽值小妹,槽值,社会情绪/打工人生活,2890,102,35.29,29.0,0.373,6,25,0,100000,295,12,143,81,https://mp.weixin.qq.com/s/-_Evk88cMgC4pXtsqOMaSw
training_top80,0.691299,0.679887,0.875648,0.402483,7.411684178728396,20221011_徐志胜，剪去刘海之后.md,徐志胜，剪去刘海之后,2022-10-11,2022,槽值小妹,槽值,综合热点/观点拆解,2296,77,33.54,28,0.286,3,15,0,100000,735,24,318,86,https://mp.weixin.qq.com/s/wnbXlhlphuvhqVt7e5yLKg
training_top80,0.324845,0.355996,0.378238,0.0,6.928721136533413,20221012_商家如何冲刺双11？阿里妈妈推出5大法宝.md,商家如何冲刺双11？阿里妈妈推出5大法宝,2022-10-12,2022,槽值小妹,槽值,身体审美/亲密关系,2830,73,25.8,36,0.233,2,39,0,100000,479,3,441,26,https://mp.weixin.qq.com/s/PiJX1Ml0NlfLiMnf3U_6QQ
training_top80,0.376352,0.398489,0.487047,0.0,6.9893546069000925,20221017_每天戴8小时降噪耳机，多久会聋？.md,每天戴8小时降噪耳机，多久会聋？,2022-10-17,2022,槽值小妹,槽值,社会情绪/打工人生活,2774,94,33.89,28.0,0.319,3,25,0,100000,215,33,90,107,https://mp.weixin.qq.com/s/HgSSTBiSTIQeTO6EMOl6uw
training_top80,0.855734,0.829084,0.989637,0.774474,7.7819885830080695,20221020_中国年轻人抛弃苹果，小天才赢麻了.md,中国年轻人抛弃苹果，小天才赢麻了,2022-10-20,2022,槽值小妹,槽值,社会情绪/打工人生活,3019,114,37.76,28.0,0.333,5,39,0,100000,1299,35,907,83,https://mp.weixin.qq.com/s/9ZqQfu6Y0ocqS3ILUjn-_Q
training_top80,0.569277,0.570349,0.735751,0.228826,7.238814054012762,20221021_全国美女的大长腿，都输给了山东大葱.md,全国美女的大长腿，都输给了山东大葱,2022-10-21,2022,槽值小妹,槽值,地域文化/城市迷因,2987,146,48.88,18.5,0.541,7,40,0,100000,380,32,193,107,https://mp.weixin.qq.com/s/YdEE86FTJvGO33guSW5eeQ
training_top80,0.521808,0.530689,0.673575,0.156111,7.166428555803892,20221024_今天，就要骂醒这内娱头号恋爱脑.md,今天，就要骂醒这内娱头号恋爱脑,2022-10-24,2022,槽值小妹,槽值,身体审美/亲密关系,3519,140,39.78,25.0,0.371,4,42,0,100000,547,15,191,76,https://mp.weixin.qq.com/s/a5jwozNyIuldEGSPUb50ew
unranked_no_perf,,,,,,20221025_在厦门坐过一次地铁，才知道什么是真生猛.md,在厦门坐过一次地铁，才知道什么是真生猛,2022-10-25,2022,槽值小妹,槽值,综合热点/观点拆解,2623,125,47.66,21,0.48,5,41,0,,,,,,https://mp.weixin.qq.com/s/qJdUua7p7TadZG0RuVJV9w
training_top80,0.648013,0.640227,0.834197,0.330143,7.339672281341493,20221026_北上广抛弃的付费自习室，在小县城起死回生.md,北上广抛弃的付费自习室，在小县城起死回生,2022-10-26,2022,槽值小妹,槽值,综合热点/观点拆解,3084,103,33.4,30,0.214,3,24,0,100000,269,134,107,93,https://mp.weixin.qq.com/s/CUFMZ1qJNm4SaTyAQECzQw
unranked_no_perf,,,,,,20221027_国产剧最混蛋的女主，让她碰上了.md,国产剧最混蛋的女主，让她碰上了,2022-10-27,2022,槽值小妹,槽值,娱乐影视/人物舆论,2731,121,44.31,22,0.413,5,41,0,,,,,,https://mp.weixin.qq.com/s/pEpEt9-fIH5Zy8vUqa6_Zg
excluded_bottom20,0.169719,0.203966,0.134715,0.0,6.619200483278101,20221031_假装禁欲的年轻人，都被香水味出卖了.md,假装禁欲的年轻人，都被香水味出卖了,2022-10-31,2022,槽值小妹,槽值,社会情绪/打工人生活,3234,120,37.11,25.0,0.317,4,26,0,100000,219,4,96,105,https://mp.weixin.qq.com/s/NmaaZB3Zy8gWzN9pIpGo6A
training_top80,0.352484,0.377715,0.440415,0.0,6.954308638589223,20221101_付完尾款后，年轻人的真实生活…….md,付完尾款后，年轻人的真实生活……,2022-11-01,2022,槽值小妹,槽值,社会情绪/打工人生活,1572,52,33.08,29.0,0.231,3,11,0,100000,506,3,461,29,https://mp.weixin.qq.com/s/R4v5XhsklDeElfaDDLWimg
unranked_no_perf,,,,,,20221103_央视点名批评的自助餐，卷土重来了.md,央视点名批评的自助餐，卷土重来了,2022-11-03,2022,槽值小妹,槽值,综合热点/观点拆解,3288,115,34.98,27,0.261,4,24,0,,,,,,https://mp.weixin.qq.com/s/HEzQpTOckV_ppBMkpcgY6w
unranked_no_perf,,,,,,20221109_海底捞和肯德基，正在“干掉”杭帮菜.md,海底捞和肯德基，正在“干掉”杭帮菜,2022-11-09,2022,槽值小妹,槽值,消费品牌/商业拆解,3251,142,43.68,23.0,0.408,5,46,0,,,,,,https://mp.weixin.qq.com/s/4Ih7H356rVNtlVnTtRrgKw
excluded_bottom20,0.11698,0.156752,0.036269,0.0,6.4448402170556065,20221111_“掉队”的李佳琦，还能拯救双十一吗 _ 2022直播间购物报告.md,“掉队”的李佳琦，还能拯救双十一吗 | 2022直播间购物报告,2022-11-11,2022,槽值小妹,槽值,综合热点/观点拆解,2164,90,41.59,24.5,0.411,4,26,0,93000,110,9,47,84,https://mp.weixin.qq.com/s/K0AAH2hzwlPU4UARgIinfQ
excluded_bottom20,0.113585,0.154863,0.025907,0.0,6.433360610117503,20221114_9.9元包邮的零食边角料，终于翻车了.md,9.9元包邮的零食边角料，终于翻车了,2022-11-14,2022,槽值小妹,槽值,社会情绪/打工人生活,2426,79,32.56,30,0.19,2,26,0,100000,271,1,85,49,https://mp.weixin.qq.com/s/0lPkjtGDA9VZZ8DDSTyndw
unranked_no_perf,,,,,,20221115_高攀不起的吉野家，在中国悄悄凉透了.md,高攀不起的吉野家，在中国悄悄凉透了,2022-11-15,2022,槽值小妹,槽值,消费品牌/商业拆解,2929,109,37.21,26,0.321,4,30,0,,,,,,https://mp.weixin.qq.com/s/2WKO4YA3V-_m3p1uaADQhA
unranked_no_perf,,,,,,20221117_听说，全网都欠郭敬明一个道歉.md,听说，全网都欠郭敬明一个道歉,2022-11-17,2022,槽值小妹,槽值,综合热点/观点拆解,3009,123,40.88,25,0.382,4,41,0,,,,,,https://mp.weixin.qq.com/s/0ydSlBIkR_5RaOPLNB68Xg
training_top80,0.315787,0.347498,0.362694,0.0,6.906045976830084,20221120_《世界杯家庭和谐指南》.md,《世界杯家庭和谐指南》,2022-11-20,2022,槽值小妹,槽值,身体审美/亲密关系,2822,57,20.2,49,0.123,2,15,0,100000,548,2,375,44,https://mp.weixin.qq.com/s/k3bCLwfU8dc7ZajWIzdTyw
unranked_no_perf,,,,,,20221122_“请世界杯把脑子还给女球迷”.md,“请世界杯把脑子还给女球迷”,2022-11-22,2022,槽值小妹,槽值,娱乐影视/人物舆论,2695,108,40.07,24.5,0.389,8,33,0,,,,,,https://mp.weixin.qq.com/s/oDpNhTwCYPKOj4sqZQWGZQ
training_top80,0.344747,0.371105,0.42487,0.0,6.943934903190805,20221123_她人设被毁的样子火了，真想鼓鼓掌.md,她人设被毁的样子火了，真想鼓鼓掌,2022-11-23,2022,槽值小妹,槽值,综合热点/观点拆解,2918,109,37.35,28,0.376,5,31,0,100000,614,2,302,103,https://mp.weixin.qq.com/s/g8pWXQT-E3X-Pd3BSvBkCQ
unranked_no_perf,,,,,,20221125_第一批网恋的00后，把对象挂上闲鱼.md,第一批网恋的00后，把对象挂上闲鱼,2022-11-25,2022,槽值小妹,槽值,社会情绪/打工人生活,3134,110,35.1,27.0,0.345,4,31,0,,,,,,https://mp.weixin.qq.com/s/kEURKi-bmEolFToozpuSlg
unranked_no_perf,,,,,,20221129_第一批刘畊宏女孩，还剩1成？.md,第一批刘畊宏女孩，还剩1成？,2022-11-29,2022,槽值小妹,槽值,身体审美/亲密关系,3195,119,37.25,27,0.319,3,28,0,,,,,,https://mp.weixin.qq.com/s/f4DkTf66an24rpKmMmgt2A
training_top80,0.559207,0.561851,0.720207,0.218702,7.228736264750517,20221202_可惜了，他又被世界杯夺走热搜.md,可惜了，他又被世界杯夺走热搜,2022-12-02,2022,槽值小妹,槽值,地域文化/城市迷因,3096,128,41.34,23.5,0.406,6,39,0,100000,1028,6,414,30,https://mp.weixin.qq.com/s/M2aWqbYvHBji3CtS7KFepA
unranked_no_perf,,,,,,20221206_卡塔尔小王子爆火后，我最担心的事发生了.md,卡塔尔小王子爆火后，我最担心的事发生了,2022-12-06,2022,槽值小妹,槽值,综合热点/观点拆解,3581,115,32.11,30,0.278,4,30,3,,,,,,https://mp.weixin.qq.com/s/SKQKtG3yjA8ZvDhMgwt7Kw
unranked_no_perf,,,,,,20221207_文科女生，消失在考研之后.md,文科女生，消失在考研之后,2022-12-07,2022,槽值小妹,槽值,身体审美/亲密关系,2514,87,34.61,27,0.356,5,24,0,,,,,,https://mp.weixin.qq.com/s/Iq25DXokRyttEv8CuMhuAQ
unranked_no_perf,,,,,,20221209_越考越卷的教师资格证，清北学生都怕了.md,越考越卷的教师资格证，清北学生都怕了,2022-12-09,2022,槽值小妹,槽值,公共教育/事件纪念,2919,89,30.49,34,0.236,4,24,0,,,,,,https://mp.weixin.qq.com/s/EF0KOrBes2XJIICMAkzxPg
unranked_no_perf,,,,,,20221212_“建议黄桃罐头列入非处方药”.md,“建议黄桃罐头列入非处方药”,2022-12-12,2022,槽值小妹,槽值,综合热点/观点拆解,2582,88,34.08,28.0,0.284,3,34,0,,,,,,https://mp.weixin.qq.com/s/IS-AUV73ebGWaywiGlw7Kw
unranked_no_perf,,,,,,20221214_今年糊弄全网第一名，我提名她.md,今年糊弄全网第一名，我提名她,2022-12-14,2022,槽值小妹,槽值,身体审美/亲密关系,3258,119,36.53,28,0.319,3,37,0,,,,,,https://mp.weixin.qq.com/s/d1m0CeiFmKxXe3He3PBxKA
unranked_no_perf,,,,,,20221215_今年刷屏B站最多的词，两个字.md,今年刷屏B站最多的词，两个字,2022-12-15,2022,槽值小妹,槽值,综合热点/观点拆解,2542,85,33.44,25,0.294,2,19,0,,,,,,https://mp.weixin.qq.com/s/z4iKFVoNnT9Inqgt-tj41w
training_top80,0.641221,0.634561,0.823834,0.322612,7.33217467967829,20221216_​郑钧刘芸，别再说什么大俗治文青.md,​郑钧刘芸，别再说什么大俗治文青,2022-12-16,2022,槽值小妹,槽值,综合热点/观点拆解,3288,124,37.71,26.0,0.282,3,41,0,100000,734,22,219,75,https://mp.weixin.qq.com/s/vhNQrBIiSDN4mESMOi1sLw
